customer,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state,gender
JL70559,College,5310.86,0,72,,Personal Auto,Four-Door Car,345.6,Arizona,F
IS95117,College,5874.82,35301,74,,Personal Auto,Four-Door Car,128.64,Arizona,F
YU66872,College,8579.89,21829,111,,Personal Auto,Luxury,532.8,California,F
WK62379,Bachelor,8903.97,15142,116,,Personal Auto,Two-Door Car,792.61,Washington,F
WR85740,Doctor,8149.77,0,71,,Corporate Auto,Two-Door Car,340.8,Arizona,F
YY58769,Bachelor,2570.16,58498,67,,Personal Auto,Four-Door Car,321.6,Arizona,M
YK83904,High School or Below,2585.56,64592,64,,Personal Auto,Four-Door Car,307.2,Nevada,F
IE36279,Bachelor,2844.85,80306,71,,Corporate Auto,Two-Door Car,340.8,California,M
FT61724,Bachelor,4633.55,29105,117,,Personal Auto,Luxury,272.61,California,F
YV63603,Bachelor,6678.9,47137,84,,Personal Auto,Four-Door Car,161.64,Arizona,F
PT52001,College,2222.87,0,62,,Corporate Auto,Two-Door Car,446.4,Nevada,F
FM83188,Doctor,8522.76,0,109,,Corporate Auto,SUV,723.79,Washington,F
RN96985,High School or Below,25082.18,0,100,,Personal Auto,SUV,1000.85,Oregon,F
OA59724,College,3479.26,66711,86,,Corporate Auto,Two-Door Car,366.38,Washington,F
LY83340,High School or Below,7851.58,48943,65,,Corporate Auto,Two-Door Car,105.07,Oregon,F
AX99820,Bachelor,2509.51,0,71,,Personal Auto,Four-Door Car,511.2,Arizona,F
MH13358,High School or Below,2854.27,34807,73,,Personal Auto,Two-Door Car,472.04,Oregon,F
UQ51981,High School or Below,8879.79,52583,113,,Personal Auto,SUV,528.2,Oregon,F
JQ60102,Master,8392.62,0,111,,Corporate Auto,Luxury,617.4,California,M
CB52667,High School or Below,5279.48,92589,65,,Personal Auto,Four-Door Car,312.0,Washington,F
YP29527,College,8272.33,96689,103,,Personal Auto,Luxury,37.8,Oregon,M
GW89349,High School or Below,7662.43,0,73,,Corporate Auto,Four-Door Car,525.6,Nevada,M
ZD72991,Doctor,4899.98,76594,122,,Personal Auto,SUV,832.45,California,M
CS51928,Bachelor,4508.86,83777,112,,Personal Auto,Luxury,377.35,Arizona,M
IJ18945,College,3094.32,20954,78,,Special Auto,Four-Door Car,534.5,Washington,F
EF21564,Master,4383.15,84491,110,,Personal Auto,SUV,156.28,Nevada,M
AY35539,Bachelor,2530.71,89451,63,,Personal Auto,Four-Door Car,61.77,Oregon,F
XJ96507,High School or Below,8291.66,85132,106,,Personal Auto,SUV,501.13,Arizona,F
ZG95780,College,8164.31,11193,114,,Personal Auto,SUV,820.8,Arizona,M
GI55977,High School or Below,2337.35,28806,61,,Personal Auto,Four-Door Car,292.8,Oregon,F
BV63942,High School or Below,9002.41,76184,111,,Corporate Auto,Two-Door Car,532.8,Washington,M
PF81183,College,5389.5,66429,136,,Corporate Auto,Luxury,57.71,California,M
HV16877,High School or Below,2721.59,43278,68,,Personal Auto,Four-Door Car,326.4,California,F
XO92596,College,6005.85,13528,86,,Personal Auto,Four-Door Car,412.8,California,M
IQ73438,Bachelor,5555.83,74015,72,,Personal Auto,Four-Door Car,471.44,California,M
FY74419,Bachelor,5470.06,54507,138,,Personal Auto,SUV,702.99,Nevada,F
JQ30166,Master,15610.9,0,119,,Personal Auto,Four-Door Car,439.35,Oregon,F
WC22220,College,2616.61,72302,66,,Corporate Auto,Two-Door Car,316.8,Arizona,M
OT66924,Bachelor,4681.53,14606,72,,Personal Auto,Four-Door Car,439.77,Oregon,F
UC21019,Master,4890.11,0,68,,Personal Auto,Four-Door Car,689.28,Arizona,M
YW88487,College,7457.34,43406,187,,Personal Auto,Luxury,897.6,Arizona,F
CA45756,Master,22185.88,60426,62,,Corporate Auto,Two-Door Car,133.28,Arizona,F
JY42899,Bachelor,5305.09,26334,71,,Personal Auto,Two-Door Car,340.8,California,M
KM72781,College,9470.62,22514,80,,Personal Auto,Four-Door Car,203.47,Washington,F
DV62119,Doctor,3548.15,76114,88,,Personal Auto,Four-Door Car,422.4,Arizona,F
DO12179,Bachelor,2451.54,48791,62,,Personal Auto,Two-Door Car,69.79,Oregon,M
ER20865,Bachelor,8652.65,65605,111,,Corporate Auto,Two-Door Car,377.78,California,M
YQ95507,High School or Below,2535.22,69259,63,,Personal Auto,Four-Door Car,362.52,Oregon,F
VW65691,High School or Below,4314.07,0,64,,Personal Auto,Four-Door Car,460.8,Oregon,F
LL55780,High School or Below,6731.05,0,62,,Corporate Auto,Four-Door Car,446.4,Oregon,F
WK29536,Bachelor,7779.59,90969,65,,Personal Auto,Four-Door Car,190.75,Oregon,F
UX87980,College,2805.29,50180,77,,Personal Auto,Four-Door Car,360.5,Nevada,M
TJ68521,Master,5251.97,41991,67,,Personal Auto,Four-Door Car,88.38,Washington,M
RJ57593,Bachelor,8044.87,71391,67,,Personal Auto,Four-Door Car,284.0,Arizona,M
YI83073,High School or Below,4250.28,0,61,,Personal Auto,Four-Door Car,292.8,California,F
QQ18636,College,13891.68,70725,70,,Corporate Auto,Four-Door Car,336.0,Arizona,F
JV23769,Master,2725.36,36650,69,,Personal Auto,Four-Door Car,56.6,Oregon,F
PA19547,High School or Below,4779.89,54194,119,,Personal Auto,SUV,112.27,Washington,M
IH91478,Bachelor,4808.96,23554,61,,Personal Auto,Two-Door Car,142.46,Oregon,F
OR78439,College,8658.86,62464,109,,Corporate Auto,Luxury,400.18,Arizona,M
CW15758,College,9215.54,71888,115,,Personal Auto,SUV,552.0,Oregon,F
RY26286,College,5068.43,80846,65,,Corporate Auto,Four-Door Car,227.18,California,M
YP71513,College,4879.71,0,67,,Personal Auto,Four-Door Car,321.6,Oregon,M
CJ51511,High School or Below,13466.92,11432,119,,Corporate Auto,SUV,571.2,Arizona,F
GQ11852,College,13306.18,39017,170,,Personal Auto,SUV,592.86,Oregon,F
TC29250,Bachelor,7350.18,0,108,,Personal Auto,Luxury,777.6,California,M
HX63408,Bachelor,4822.44,73769,61,,Corporate Auto,Four-Door Car,121.65,Arizona,M
LJ15849,Master,3554.85,58557,88,,Personal Auto,Four-Door Car,55.51,Arizona,F
NC40609,College,3135.58,0,91,,Corporate Auto,Four-Door Car,707.26,Nevada,M
JZ23377,College,57520.5,48367,161,,Personal Auto,SUV,772.8,Oregon,F
TB17648,College,2515.41,39718,65,,Personal Auto,Four-Door Car,366.53,Arizona,M
OP68330,College,7247.5,0,96,,Personal Auto,Four-Door Car,460.8,Oregon,F
GO53814,High School or Below,4878.95,43358,61,,Corporate Auto,Two-Door Car,400.29,Oregon,F
VW11431,Bachelor,2971.92,83873,76,,Personal Auto,Two-Door Car,218.37,California,F
FG96614,Doctor,11302.6,22361,95,,Personal Auto,Four-Door Car,530.67,California,F
KQ98040,Bachelor,7996.6,70061,99,,Corporate Auto,Four-Door Car,699.52,California,F
DP23630,High School or Below,7411.81,0,73,,Personal Auto,Four-Door Car,525.6,California,M
No31089,Bachelor,3179.47,65742,79,,Personal Auto,Four-Door Car,277.36,Arizona,F
TU15769,Bachelor,22658.54,23665,67,,Personal Auto,Four-Door Car,404.82,Washington,M
DA20791,College,3774.86,66457,95,,Personal Auto,Four-Door Car,456.0,California,M
AE89300,Bachelor,8224.77,82634,104,,Personal Auto,SUV,324.1,Arizona,F
UE13511,High School or Below,2563.58,0,69,,Corporate Auto,Four-Door Car,331.2,Oregon,F
MS46793,College,2393.92,0,70,,Personal Auto,Four-Door Car,425.27,Oregon,M
ME22430,Bachelor,2453.57,29735,69,,Personal Auto,Four-Door Car,331.2,Nevada,M
JZ28710,College,5143.88,61417,65,,Personal Auto,Two-Door Car,206.02,California,M
HP80279,High School or Below,7378.51,0,105,,Personal Auto,SUV,756.0,Oregon,F
EH22538,High School or Below,2574.2,43846,65,,Personal Auto,Four-Door Car,125.52,California,M
JP87331,High School or Below,22315.06,0,67,,Personal Auto,Four-Door Car,482.4,Arizona,M
VA89684,College,2430.48,33775,61,,Personal Auto,Two-Door Car,292.8,Nevada,F
XS68865,College,6161.0,96988,77,,Personal Auto,Two-Door Car,369.6,Oregon,M
IZ13533,Bachelor,7912.13,0,114,,Personal Auto,Two-Door Car,820.8,Arizona,M
JB47784,Doctor,5534.82,81945,68,,Personal Auto,Four-Door Car,47.45,Oregon,F
LT79371,Bachelor,2382.67,0,65,,Personal Auto,Four-Door Car,27.03,Arizona,F
DE78840,Bachelor,6991.25,19019,186,,Personal Auto,Luxury,1003.05,Nevada,F
PU25554,Bachelor,2885.33,62579,72,,Personal Auto,Four-Door Car,326.24,Oregon,F
ZI47098,High School or Below,41787.9,46587,119,,Personal Auto,Four-Door Car,571.2,California,F
CN53343,Bachelor,2848.56,0,81,,Personal Auto,Four-Door Car,583.2,Arizona,F
IN18876,Bachelor,8123.02,0,78,,Special Auto,Four-Door Car,561.6,Arizona,F
FV38119,High School or Below,9661.1,0,135,,Corporate Auto,SUV,648.0,Washington,M
YD89516,High School or Below,4488.13,0,66,,Corporate Auto,Four-Door Car,758.46,California,M
BN89470,College,4561.27,29327,118,,Special Auto,Four-Door Car,627.9,California,M
VZ64716,Master,11546.17,81081,96,,Corporate Auto,Four-Door Car,206.21,Oregon,M
FU17577,High School or Below,3788.81,0,106,,Personal Auto,SUV,763.2,Oregon,F
QY37300,Master,13502.63,57222,112,,Personal Auto,Luxury,297.19,Nevada,M
UI84849,College,8563.97,91147,107,,Personal Auto,Luxury,50.47,Arizona,M
MN81810,High School or Below,2913.48,76638,73,,Personal Auto,Four-Door Car,435.19,California,F
XN42396,Bachelor,7540.58,29697,64,,Personal Auto,Four-Door Car,147.13,California,M
VZ13840,High School or Below,6950.53,0,61,,Corporate Auto,Four-Door Car,301.4,Arizona,M
NI27358,College,7255.14,67352,181,,Personal Auto,Luxury,560.95,Arizona,F
LO39834,Bachelor,4334.06,23904,123,,Personal Auto,SUV,590.4,Oregon,F
WX18073,Bachelor,6307.5,0,88,,Personal Auto,Four-Door Car,422.4,Arizona,M
PG27422,Bachelor,5904.85,89953,74,,Corporate Auto,Four-Door Car,274.17,California,F
AX56708,High School or Below,4794.48,20862,68,,Personal Auto,Four-Door Car,326.4,California,M
JI80257,College,9180.15,47663,114,,Personal Auto,Luxury,103.7,Nevada,F
EK95340,Master,8355.51,49564,105,,Corporate Auto,Four-Door Car,661.61,Washington,M
FS67856,College,13869.93,28432,118,,Personal Auto,SUV,612.3,California,M
JX27737,College,13452.19,32356,117,,Personal Auto,Two-Door Car,428.49,California,M
SY81273,High School or Below,16798.86,55269,71,,Personal Auto,Two-Door Car,340.8,Oregon,M
FZ16327,College,8273.11,0,116,,Personal Auto,Four-Door Car,509.51,California,F
XC26395,High School or Below,7408.84,76771,95,,Personal Auto,Two-Door Car,91.67,Oregon,M
HA72996,College,4349.31,75648,108,,Corporate Auto,SUV,112.66,Nevada,F
WP51328,Doctor,4744.97,20698,68,,Personal Auto,Two-Door Car,248.42,Oregon,M
CP47989,High School or Below,17208.06,29734,63,,Corporate Auto,Two-Door Car,649.84,Oregon,F
JO75190,Bachelor,8673.59,43963,110,,Corporate Auto,SUV,528.0,Nevada,M
AP47670,High School or Below,2497.91,29465,63,,Personal Auto,Four-Door Car,302.4,California,M
BT61680,High School or Below,32069.88,24851,103,,Personal Auto,SUV,604.29,Arizona,F
KX23022,Bachelor,3312.25,0,107,,Corporate Auto,SUV,770.4,Arizona,M
KB20508,College,10828.37,11033,97,,Special Auto,Two-Door Car,511.12,California,M
HU89665,College,12128.37,20495,61,,Personal Auto,Four-Door Car,292.8,Oregon,F
HD12841,Master,5505.69,95766,68,,Personal Auto,Four-Door Car,162.56,California,F
AR63478,College,6715.34,0,65,,Corporate Auto,Four-Door Car,655.07,California,M
UP90711,Bachelor,2836.68,61029,72,,Personal Auto,Two-Door Car,114.43,Oregon,F
EK58626,Bachelor,3561.6,0,105,,Personal Auto,SUV,504.0,Oregon,M
CA14631,High School or Below,6552.4,56188,86,,Special Auto,Four-Door Car,175.97,California,M
AU98438,Bachelor,2833.98,94812,70,,Personal Auto,Four-Door Car,121.03,Arizona,F
RD96782,Bachelor,5099.51,0,70,,Personal Auto,Two-Door Car,336.0,California,F
SY66568,College,9415.53,55338,116,,Corporate Auto,Two-Door Car,556.8,Oregon,F
WE52979,High School or Below,3644.83,82477,90,,Personal Auto,Two-Door Car,432.0,California,F
PL56477,College,2927.52,20852,73,,Personal Auto,Two-Door Car,383.79,Oregon,F
XK20264,High School or Below,9227.95,0,82,,Personal Auto,Two-Door Car,296.64,Washington,F
DV57698,Doctor,3148.42,0,83,,Personal Auto,Two-Door Car,544.22,Oregon,F
RD53171,College,3063.11,0,95,,Personal Auto,Two-Door Car,456.0,Arizona,F
PK23339,High School or Below,3417.95,72460,85,,Personal Auto,Four-Door Car,370.02,Arizona,F
GA74551,Bachelor,23594.68,76358,66,,Personal Auto,Four-Door Car,86.46,Oregon,M
BS26376,High School or Below,7519.13,96306,95,,Corporate Auto,Four-Door Car,185.36,California,M
WW74234,College,3969.43,49544,101,,Personal Auto,SUV,0.77,Arizona,F
UA26783,High School or Below,4874.07,0,68,,Personal Auto,Two-Door Car,609.32,Oregon,M
DV38369,Bachelor,7261.62,0,101,,Corporate Auto,SUV,727.2,California,M
ZM42260,College,8005.96,63357,101,,Personal Auto,SUV,565.51,Arizona,M
EB34435,High School or Below,2996.14,0,82,,Corporate Auto,Four-Door Car,590.4,Arizona,M
QY41527,Bachelor,4175.95,23060,109,,Corporate Auto,SUV,731.35,Arizona,M
WG61503,Master,8491.86,27781,71,,Corporate Auto,Four-Door Car,340.8,Arizona,M
TY59969,College,2402.17,43246,62,,Personal Auto,Four-Door Car,52.44,Arizona,M
DO20853,High School or Below,4775.48,14254,124,,Corporate Auto,SUV,595.2,Oregon,F
CD14267,College,4235.18,60334,106,,Corporate Auto,Four-Door Car,111.16,Nevada,M
WL40338,Bachelor,5107.16,35625,65,,Personal Auto,Four-Door Car,288.57,California,F
GV75215,Bachelor,13167.61,54684,111,,Corporate Auto,Luxury,302.14,Oregon,F
CN91738,Bachelor,2520.3,56228,65,,Personal Auto,Two-Door Car,276.88,Oregon,M
UR36951,Bachelor,5189.29,82166,134,,Personal Auto,SUV,643.2,Oregon,M
JU87932,Bachelor,2893.31,30406,73,,Personal Auto,Four-Door Car,350.4,Oregon,F
IR50609,Bachelor,3985.55,75007,101,,Personal Auto,Four-Door Car,668.77,Arizona,M
VI18029,Bachelor,2414.64,79271,62,,Personal Auto,Four-Door Car,232.75,Washington,M
CC46747,High School or Below,18688.31,0,76,,Personal Auto,Four-Door Car,364.8,Arizona,F
ZK58906,Bachelor,16589.71,59414,140,,Personal Auto,SUV,65.02,California,M
SQ70457,Bachelor,23331.83,44719,66,,Personal Auto,Four-Door Car,316.8,Oregon,M
ZA37110,Bachelor,4699.03,0,129,,Personal Auto,SUV,291.74,Nevada,F
HH23204,Doctor,2395.57,21986,63,,Personal Auto,Two-Door Car,333.7,California,F
IE29890,High School or Below,8861.48,58480,113,,Personal Auto,SUV,542.4,Oregon,F
VO25412,Master,8936.82,37520,74,,Special Auto,Two-Door Car,163.58,Washington,F
ME37051,Bachelor,7340.5,50165,62,,Personal Auto,Two-Door Car,130.0,California,M
DL17162,College,26453.94,42961,83,,Personal Auto,Four-Door Car,398.4,Arizona,M
DD27563,High School or Below,6342.47,86687,80,,Personal Auto,Four-Door Car,274.16,Oregon,M
IA27050,High School or Below,6560.82,0,93,,Personal Auto,Four-Door Car,41.62,Oregon,F
UQ63751,Bachelor,6687.59,23772,83,,Personal Auto,Four-Door Car,100.65,Arizona,F
MV26494,College,3681.25,0,98,,Personal Auto,Four-Door Car,354.94,California,M
EN89709,Doctor,2555.54,18241,65,,Personal Auto,Two-Door Car,151.99,Arizona,F
QN68814,Bachelor,2373.8,0,65,,Corporate Auto,Two-Door Car,312.0,Oregon,M
NE70831,High School or Below,2732.65,86650,69,,Personal Auto,Two-Door Car,323.87,California,F
FV72595,Bachelor,4703.72,0,137,,Personal Auto,SUV,1554.09,Arizona,M
VZ81004,Master,19259.84,35973,159,,Personal Auto,Luxury,763.2,Oregon,F
VM89271,High School or Below,3844.57,26262,97,,Personal Auto,Four-Door Car,465.6,Arizona,M
CL97519,College,4683.44,25187,121,,Personal Auto,SUV,580.8,California,M
RN71166,High School or Below,5174.08,88081,64,,Personal Auto,Four-Door Car,82.48,Oregon,F
PJ86059,High School or Below,2655.86,83460,66,,Corporate Auto,Four-Door Car,443.45,Oregon,F
BP34620,Bachelor,5615.07,19949,74,,Corporate Auto,Four-Door Car,355.2,California,F
HI58196,College,3161.17,0,92,,Personal Auto,Two-Door Car,897.38,Oregon,M
OZ58610,High School or Below,7575.65,0,109,,Personal Auto,SUV,784.8,Arizona,M
WC34456,Bachelor,3985.4,77739,98,,Personal Auto,Four-Door Car,428.56,California,F
FC15606,College,9706.38,23649,122,,Personal Auto,SUV,535.61,Oregon,F
UM99946,College,7736.65,68980,98,,Personal Auto,Four-Door Car,464.04,Arizona,M
JG94795,Master,4179.49,60010,103,,Special Auto,Four-Door Car,494.4,Oregon,F
GD93408,Bachelor,5759.01,30968,74,,Corporate Auto,Two-Door Car,45.43,California,F
QO12561,High School or Below,4165.4,0,116,,Personal Auto,Four-Door Car,556.8,California,M
VI12822,High School or Below,2632.55,99841,65,,Personal Auto,Four-Door Car,312.0,Washington,F
CT84535,College,3885.46,0,105,,Personal Auto,Four-Door Car,504.0,California,M
NT36519,College,8161.94,32967,105,,Personal Auto,SUV,504.0,California,M
WT86597,Master,13024.13,0,125,,Personal Auto,SUV,900.0,Oregon,M
ZJ27465,College,14137.23,31794,119,,Personal Auto,SUV,571.2,California,F
QF75939,High School or Below,3700.68,36710,94,,Personal Auto,Four-Door Car,676.8,Washington,F
MC73302,Bachelor,5511.03,36267,69,,Personal Auto,Four-Door Car,263.45,Oregon,F
WE21182,High School or Below,5169.5,12430,73,,Personal Auto,Four-Door Car,350.4,Oregon,M
TD90906,High School or Below,6044.02,93715,74,,Personal Auto,Four-Door Car,532.8,Oregon,F
WB66665,College,4349.31,75648,108,,Corporate Auto,SUV,112.66,Nevada,F
ZP26168,College,9688.13,24584,66,,Corporate Auto,Four-Door Car,279.71,Washington,F
ZG56744,Bachelor,5528.21,36088,72,,Personal Auto,Four-Door Car,345.6,California,M
BO81145,Bachelor,7894.5,21723,104,,Personal Auto,SUV,748.8,Arizona,M
BQ28323,High School or Below,5935.82,63833,73,,Personal Auto,Four-Door Car,199.46,Oregon,F
WD38315,College,4520.34,0,61,,Personal Auto,Four-Door Car,304.16,California,M
IS73434,Bachelor,3219.15,45892,81,,Corporate Auto,Four-Door Car,388.8,Arizona,F
VO94890,College,5935.57,90263,74,,Personal Auto,Two-Door Car,355.2,Oregon,M
ZH43085,High School or Below,2322.57,0,63,,Corporate Auto,Four-Door Car,453.6,Washington,M
HQ10502,Bachelor,11692.01,40548,98,,Personal Auto,Four-Door Car,470.4,Oregon,M
SP46702,College,10175.24,0,99,,Corporate Auto,Two-Door Car,831.34,Oregon,M
JB60515,High School or Below,2513.97,50450,63,,Personal Auto,Four-Door Car,302.4,Washington,M
TK49887,College,2897.78,0,85,,Personal Auto,Two-Door Car,612.0,California,F
EG16813,College,5515.25,75963,69,,Corporate Auto,Two-Door Car,102.15,Arizona,F
SI13406,High School or Below,3469.84,32714,87,,Personal Auto,Four-Door Car,513.04,Arizona,F
WC11272,Bachelor,6907.55,42790,87,,Personal Auto,Two-Door Car,290.06,Oregon,F
TU27563,Bachelor,3647.25,20694,94,,Personal Auto,Two-Door Car,451.2,Oregon,F
IL72707,Bachelor,3265.16,25820,82,,Personal Auto,Four-Door Car,393.6,California,F
DZ62350,High School or Below,2514.28,24744,65,,Personal Auto,Four-Door Car,312.0,California,M
VV82891,Bachelor,4463.0,0,73,,Personal Auto,Two-Door Car,350.4,Washington,F
UQ41461,Bachelor,4570.67,27538,63,,Personal Auto,Four-Door Car,285.84,Washington,F
NI58226,High School or Below,2752.66,81280,68,,Personal Auto,Four-Door Car,308.35,Oregon,F
VA78645,College,2188.66,0,67,,Personal Auto,Four-Door Car,321.6,California,M
UY61301,Bachelor,2710.15,0,73,,Personal Auto,Four-Door Car,350.4,Nevada,M
XC25965,Bachelor,14754.36,26486,128,,Personal Auto,SUV,614.4,Washington,F
EB93628,High School or Below,10759.4,0,97,,Personal Auto,Two-Door Car,465.6,Oregon,F
PK35830,Bachelor,12357.12,0,182,,Personal Auto,Luxury,1953.88,Oregon,M
KY98596,Bachelor,5033.39,68331,63,,Personal Auto,Four-Door Car,302.4,Arizona,M
CI19819,High School or Below,2370.62,0,71,,Personal Auto,Two-Door Car,511.2,Arizona,M
TN82637,College,11236.31,21636,64,,Personal Auto,Two-Door Car,213.59,Nevada,M
FA90739,High School or Below,12476.65,0,121,,Corporate Auto,SUV,871.2,Oregon,M
FD62224,College,14641.52,0,133,,Personal Auto,SUV,1386.87,Oregon,F
KE45653,Bachelor,4731.84,0,64,,Personal Auto,Four-Door Car,307.2,California,F
FC10193,College,10620.49,35601,69,,Personal Auto,Four-Door Car,249.8,Washington,F
DO48835,High School or Below,13478.8,0,198,,Corporate Auto,Luxury,1425.6,Oregon,M
VK44934,College,8873.2,28558,119,,Personal Auto,SUV,797.56,California,M
XB89264,High School or Below,5260.92,60101,66,,Corporate Auto,Two-Door Car,1.33,Nevada,F
XL49151,College,2792.01,22426,76,,Corporate Auto,Four-Door Car,528.39,Arizona,M
FG42635,College,10018.66,30720,139,,Personal Auto,SUV,778.46,Oregon,M
FE12805,Bachelor,7180.27,34161,186,,Personal Auto,SUV,892.8,Oregon,F
GT17701,Bachelor,3012.04,42987,77,,Personal Auto,Four-Door Car,128.49,Oregon,F
CH76379,Bachelor,4236.81,0,61,,Personal Auto,Four-Door Car,292.8,Oregon,M
QT77453,High School or Below,5283.36,80928,132,,Corporate Auto,SUV,538.55,Arizona,F
BS90503,Bachelor,5395.09,86640,67,,Personal Auto,Four-Door Car,65.46,Washington,F
MX93376,College,6913.57,26714,64,,Personal Auto,Two-Door Car,307.2,California,F
KT54608,Bachelor,2619.34,78618,66,,Corporate Auto,Two-Door Car,225.58,Arizona,M
CY18875,High School or Below,8390.12,0,78,,Personal Auto,Four-Door Car,732.34,Oregon,F
